3		
1	1	0.5
0.999866667	0.999866667	0.5
0.999733333	0.999733333	0.5
0.9996	0.9996	0.5
0.999466667	0.999466667	0.5
0.999333333	0.999333333	0.5
0.9992	0.9992	0.5
0.999066667	0.999066667	0.5
0.998933333	0.998933333	0.5
0.9988	0.9988	0.5
0.998666667	0.998666667	0.5
0.998533333	0.998533333	0.5
0.9984	0.9984	0.5
0.998266667	0.998266667	0.5
0.998133333	0.998133333	0.5
0.998	0.998	0.5
0.997866667	0.997866667	0.5
0.997733333	0.997733333	0.5
0.9976	0.9976	0.5
0.997466667	0.997466667	0.5
0.997333333	0.997333333	0.5
0.9972	0.9972	0.5
0.997066667	0.997066667	0.5
0.996933333	0.996933333	0.5
0.9968	0.9968	0.5
0.996666667	0.996666667	0.5
0.996533333	0.996533333	0.5
0.9964	0.9964	0.5
0.996266667	0.996266667	0.5
0.996133333	0.996133333	0.5
0.996	0.996	0.5
0.995866667	0.995866667	0.5
0.995733333	0.995733333	0.5
0.9956	0.9956	0.5
0.995466667	0.995466667	0.5
0.995333333	0.995333333	0.5
0.9952	0.9952	0.5
0.995066667	0.995066667	0.5
0.994933333	0.994933333	0.5
0.9948	0.9948	0.5
0.994666667	0.994666667	0.5
0.994533333	0.994533333	0.5
0.9944	0.9944	0.5
0.994266667	0.994266667	0.5
0.994133333	0.994133333	0.5
0.994	0.994	0.5
0.993866667	0.993866667	0.5
0.993733333	0.993733333	0.5
0.9936	0.9936	0.5
0.993466667	0.993466667	0.5
0.993333333	0.993333333	0.5
0.9932	0.9932	0.5
0.993066667	0.993066667	0.5
0.992933333	0.992933333	0.5
0.9928	0.9928	0.5
0.992666667	0.992666667	0.5
0.992533333	0.992533333	0.5
0.9924	0.9924	0.5
0.992266667	0.992266667	0.5
0.992133333	0.992133333	0.5
0.992	0.992	0.5
0.991866667	0.991866667	0.5
0.991733333	0.991733333	0.5
0.9916	0.9916	0.5
0.991466667	0.991466667	0.5
0.991333333	0.991333333	0.5
0.9912	0.9912	0.5
0.991066667	0.991066667	0.5
0.990933333	0.990933333	0.5
0.9908	0.9908	0.5
0.990666667	0.990666667	0.5
0.990533333	0.990533333	0.5
0.9904	0.9904	0.5
0.990266667	0.990266667	0.5
0.990133333	0.990133333	0.5
0.99	0.99	0.5
0.989866667	0.989866667	0.5
0.989733333	0.989733333	0.5
0.9896	0.9896	0.5
0.989466667	0.989466667	0.5
0.989333333	0.989333333	0.5
0.9892	0.9892	0.5
0.989066667	0.989066667	0.5
0.988933333	0.988933333	0.5
0.9888	0.9888	0.5
0.988666667	0.988666667	0.5
0.988533333	0.988533333	0.5
0.9884	0.9884	0.5
