5
Col0	INT
Col1	INT
Col2	INT
Col3	INT
Col4	INT
4529	5308	5197	9083	2949
7932	1342	607	9368	2227
5307	6150	1465	1223	4350
7147	7709	5987	8173	410
8955	9751	6593	4282	640
8029	917	9351	7731	9827
5289	8027	9138	7226	837
1928	5691	4234	827	6740
199	4895	2597	8338	6848
917	7054	7977	20	2523
4173	2963	4193	7191	2683
7460	800	9174	6182	3349
4431	9886	6782	4332	8502
9666	7180	5626	972	6913
4387	7856	5825	763	3022
5279	7435	6129	857	9691
8943	1064	6156	603	1141
4042	8034	6911	9055	6137
9320	7534	6194	1712	5136
8908	8930	793	2277	2820
5132	9764	633	360	9132
5146	1018	6562	8735	4159
2132	8197	499	3757	9248
2021	1547	3427	2233	6224
2879	4042	6463	2167	1792
9967	5765	6301	7736	2257
4629	7979	9312	905	9171
3246	1883	5761	4558	5838
5312	4643	8467	3307	5237
9759	8428	3446	5526	8536
2934	361	5525	1499	560
2708	4124	8765	9423	9013
1582	865	7102	9203	1275
8354	2403	9223	4114	9251
4733	600	1745	6609	9737
4610	5879	1009	9316	738
8795	2203	9771	2464	630
8947	9326	2233	6138	4080
9475	3975	6054	2906	6262
9776	8098	645	670	7048
8469	5909	6587	3572	8150
796	3500	5836	7951	8887
813	5916	4381	6770	8877
8999	9972	6211	6045	1913
5872	7594	3572	3847	5622
5954	1200	8709	8840	8052
648	4196	3192	5481	7228
4021	1140	570	6526	1311
7343	6534	6266	6297	4417
3839	5343	8996	2564	5601
6114	5848	8783	2080	9560
6842	1440	3453	3313	1159
7138	612	8276	9807	6415
230	6133	6224	4750	9854
5124	78	3693	2993	4735
1580	5466	5255	8167	3514
4187	1393	6432	5852	3678
9990	2961	3250	346	5694
8156	8649	2020	409	1176
1613	9102	957	1913	5017
8569	6955	7953	2925	8684
3837	1600	9083	3805	4798
5847	1774	7307	3078	8651
7751	8494	8032	4228	1317
3463	1017	7557	1056	5937
7127	998	434	7401	7460
6556	3907	1369	822	5867
1680	3119	4557	8450	7864
1661	6632	9876	7650	506
7844	1751	7773	8054	6850
2037	2518	4234	9619	5440
160	893	9506	6339	4067
6484	191	7203	3107	7345
5076	8708	9644	4204	7733
6776	3575	6111	3529	770
7420	5706	9391	2937	3972
5320	7631	1880	9961	665
9471	8498	4956	5566	6542
7218	6979	6499	3633	7153
1069	1510	1639	5617	8755
5238	4858	2838	4221	7862
2789	101	2206	2081	3276
1508	9614	5304	8285	2464
3362	1447	386	3406	1369
3221	5535	249	9397	5418
5358	3466	3924	1339	9572
3110	7899	9296	6271	8097
3806	2951	6399	6016	3694
2226	7775	8348	8911	2747
4783	8354	9845	5351	878
520	2651	5096	9753	1722
8431	1293	6922	7442	6797
6628	671	310	8887	5200
7769	8108	7710	9606	4429
6648	2655	9728	5739	2037
7293	2308	4776	418	3206
2879	6138	1540	7013	5515
1183	2202	7892	7760	9371
9934	3020	4791	2972	6551
4523	4761	8027	1579	4320
4373	8066	5937	9797	2529
8324	8692	9674	1592	9085
6980	1706	1858	9608	2711
5948	705	5735	1869	25
839	706	1297	7796	6933
2911	6939	1515	2319	5274
5058	153	8139	7777	8415
4965	2264	2543	6668	3146
4107	3699	6556	1620	2724
140	4692	2484	2063	6099
9127	400	6151	7029	6175
8954	4917	8091	423	4651
9206	6792	9670	8396	8442
4639	7221	5825	8456	7855
4994	4963	9392	8700	2109
3784	2217	186	3375	6480
1224	7064	8203	7679	2018
5639	7517	7682	8376	2358
287	4880	5089	3900	4426
2830	6407	5969	3784	8687
3287	5640	6664	7638	1451
1357	4188	7786	4053	4023
7501	2565	7825	3210	8126
8168	7581	7213	829	5279
5301	531	3494	2300	6006
4343	6994	8003	1733	473
861	4082	2968	9727	4724
1242	8817	4250	1933	2798
7195	8775	4385	4295	5421
4334	3396	5249	7612	8186
4966	2726	3518	5445	705
2117	1032	4767	9154	6415
1352	5820	1701	8253	4287
488	6858	7265	5622	1335
9316	8760	4497	1948	6095
6361	5633	4198	3457	3725
7876	9506	2201	6267	6679
2897	548	9150	3067	1416
6191	4789	4389	2206	9751
8471	1408	6469	7356	8864
2541	6216	7492	5965	6490
1773	5627	1136	2081	5254
88	2560	3543	1818	380
3921	9397	8892	8211	843
8131	85	972	8297	7136
1858	133	3297	5951	5948
2064	6203	507	4704	5090
1471	5418	267	698	1504
3616	9396	895	3487	1675
2678	7873	9901	9451	4664
8290	6000	660	1482	9134
97	9740	3726	1541	7632
5568	1425	3529	7349	9827
2421	6370	4740	8886	8300
6719	3564	6402	83	5304
2588	2418	9128	7087	9010
5630	3194	9252	5666	3666
8668	7191	6239	206	2213
6265	5417	5798	9575	9947
627	6538	201	8264	7391
5760	1620	5503	4553	2460
5095	1128	2221	6849	2311
6183	3541	1698	9030	1214
7971	9362	1662	6349	7656
9289	5690	9813	751	423
4962	7963	632	4163	6434
7176	6772	9677	6981	8684
762	18	659	3762	6853
6237	4852	175	4618	9642
6768	2628	6889	9366	1429
3699	6575	1634	1763	2191
6677	2263	4743	3852	4890
8243	6258	1829	824	4929
1014	396	8789	2775	5260
6764	3832	1721	6517	2250
3333	1754	4603	2986	6839
3363	1027	3710	4601	6044
2306	4297	6977	1784	5241
4914	5930	7085	8638	468
